Date,strategy_net_return,strategy_gross_return,benchmark_return,turnover,transaction_cost
2011-03-31,0.009693997101704387,0.010193997101704388,0.00012016930653602209,0.5,0.0005
2011-04-30,0.024288517789382548,0.024488517789382547,0.028961378320517372,0.2,0.0002
2011-05-31,0.015367904264890186,0.015467904264890186,-0.011214510324992544,0.1,0.0001
2011-06-30,-0.0035694444558564613,-0.003369444455856461,-0.016869544409148896,0.2,0.0002
2011-07-31,-0.03700991384884563,-0.03680991384884563,-0.020004892041738165,0.2,0.0002
2011-08-31,-0.06463661791928789,-0.0643366179192879,-0.05497552886720303,0.3,0.0003
2011-09-30,-0.10391529374866743,-0.10371529374866742,-0.06942084054421005,0.2,0.0002
2011-10-31,0.07404467487114408,0.07424467487114408,0.10914734481678101,0.2,0.0002
2011-11-30,0.006487764956878306,0.006787764956878306,-0.004063662022451564,0.30000000000000004,0.00030000000000000003
2011-12-31,0.00836352834891223,0.00856352834891223,0.010448351953053825,0.2,0.0002
2012-01-31,0.008188256624346215,0.008488256624346215,0.04637441658233743,0.3,0.0003
2012-02-29,0.08556892837999285,0.08576892837999285,0.04340574224712057,0.2,0.0002
2012-03-31,0.04361920381663511,0.04391920381663511,0.032163570875789915,0.3,0.0003
2012-04-30,0.021579289207095988,0.021779289207095986,-0.006676117967189921,0.2,0.0002
2012-05-31,-0.05477704974836928,-0.054677049748369275,-0.060055426746766116,0.1,0.0001
2012-06-30,0.012759668074419707,0.012859668074419706,0.04058114467220131,0.1,0.0001
2012-07-31,-0.013432926490302812,-0.013232926490302811,0.011829399621578363,0.2,0.0002
2012-08-31,0.039976794282120094,0.040276794282120096,0.025052671105799007,0.30000000000000004,0.00030000000000000003
2012-09-30,0.036149218904258984,0.036449218904258986,0.02535124494340768,0.30000000000000004,0.00030000000000000003
2012-10-31,-0.015803332249362936,-0.015503332249362935,-0.018198333176259518,0.30000000000000004,0.00030000000000000003
2012-11-30,0.03363915253268614,0.033839152532686136,0.00565986119238393,0.2,0.0002
2012-12-31,-0.008715049361022275,-0.008515049361022275,0.008934371028534782,0.2,0.0002
2013-01-31,0.03749958260414929,0.03779958260414929,0.05118989207414182,0.30000000000000004,0.00030000000000000003
2013-02-28,0.01538495925673884,0.01568495925673884,0.012758944626618085,0.30000000000000004,0.00030000000000000003
2013-03-31,0.03659781931487844,0.03689781931487844,0.03797095370697279,0.3,0.0003
2013-04-30,0.033348060592347524,0.03354806059234752,0.019212611735111018,0.2,0.0002
2013-05-31,0.03778410999924162,0.038084109999241625,0.02360953768493923,0.3,0.0003
2013-06-30,-0.021234555893058803,-0.021034555893058804,-0.013344583197437698,0.2,0.0002
2013-07-31,0.07536016718144022,0.07576016718144021,0.051677152170579665,0.4,0.0004
2013-08-31,-0.024671435812715525,-0.024471435812715527,-0.029992479549380446,0.2,0.0002
2013-09-30,0.05569122167752179,0.056091221677521785,0.03164619867882701,0.4,0.0004
2013-10-31,0.04555138678913136,0.045751386789131356,0.046307186287499524,0.2,0.0002
2013-11-30,0.031994352600273106,0.032194352600273105,0.02963777697816461,0.2,0.0002
2013-12-31,0.04516928152439608,0.04536928152439608,0.025925888050702506,0.2,0.0002
2014-01-31,0.003753356976161594,0.003953356976161594,-0.03524776040461475,0.2,0.0002
2014-02-28,0.06673895252805861,0.06703895252805861,0.04551570400274785,0.30000000000000004,0.00030000000000000003
2014-03-31,-0.04589940226796756,-0.04553576590433119,0.00829535718953145,0.3636363636363637,0.0003636363636363637
2014-04-30,-0.022616564203194023,-0.022252927839557658,0.006951684740946984,0.36363636363636365,0.00036363636363636367
2014-05-31,0.06304706711213184,0.06322888529395003,0.023206775570403737,0.18181818181818182,0.00018181818181818183
2014-06-30,0.022313323034660253,0.022586050307387525,0.020644653662238444,0.2727272727272727,0.0002727272727272727
2014-07-31,-0.0011223461693790175,-0.0009405279875608357,-0.013438114487029251,0.18181818181818182,0.00018181818181818183
2014-08-31,0.05107580822968388,0.05125762641150206,0.0394638566017016,0.18181818181818182,0.00018181818181818183
2014-09-30,0.006071452468333061,0.006344179741060334,-0.013796504091784123,0.2727272727272727,0.0002727272727272727
2014-10-31,-0.0031145756548380766,-0.0031145756548380766,0.023551223780070796,0.0,0.0
2014-11-30,0.034924049989406486,0.03501495908031558,0.027471857104926833,0.09090909090909091,9.090909090909092e-05
2014-12-31,-0.01660462334988958,-0.016240986986253217,-0.0025368280895031736,0.36363636363636365,0.00036363636363636367
2015-01-31,-0.028069994130602252,-0.02779726685787498,-0.02962901872476531,0.2727272727272727,0.0002727272727272727
2015-02-28,0.05994290918642326,0.060033818277332354,0.05620429459867937,0.09090909090909091,9.090909090909092e-05
2015-03-31,0.0019253918927122351,0.002289028256348599,-0.01570528457666731,0.36363636363636365,0.00036363636363636367
2015-04-30,-0.009473178410932042,-0.009200451138204769,0.009834011294344469,0.2727272727272727,0.0002727272727272727
2015-05-31,0.024681659021203967,0.02495438629393124,0.01285591281090337,0.2727272727272727,0.0002727272727272727
2015-06-30,-0.0021335139958262453,-0.0018607867230989728,-0.020312130903256453,0.2727272727272727,0.0002727272727272727
2015-07-31,0.08316858351421524,0.08325949260512433,0.022589329745242415,0.09090909090909091,9.090909090909092e-05
2015-08-31,-0.05286442075705579,-0.052773511666146695,-0.06095032014189561,0.09090909090909091,9.090909090909092e-05
2015-09-30,-0.018158920263571656,-0.018068011172662567,-0.025515639024101033,0.09090909090909091,9.090909090909092e-05
2015-10-31,0.08868803296570862,0.0889607602384359,0.08505934613210075,0.27272727272727276,0.00027272727272727274
2015-11-30,0.031533071733355136,0.031714889915173315,0.003655110578230536,0.18181818181818182,0.00018181818181818183
2015-12-31,-0.006587905677347199,-0.0064060874955290175,-0.01728240487898436,0.18181818181818182,0.00018181818181818183
2016-01-31,-0.06436373153649273,-0.06409100426376546,-0.049786548622727245,0.27272727272727276,0.00027272727272727274
2016-02-29,-0.020660312790166384,-0.020569403699257294,-0.0008256659471134187,0.09090909090909091,9.090909090909092e-05
2016-03-31,0.07368534791985547,0.07386716610167365,0.06726595878033237,0.18181818181818182,0.00018181818181818183
2016-04-30,-0.021287488866670246,-0.021196579775761157,0.003940806542708897,0.09090909090909091,9.090909090909092e-05
2016-05-31,0.055568723700716215,0.05565963279162531,0.01701165301669949,0.09090909090909091,9.090909090909092e-05
2016-06-30,0.0032875655353216925,0.003651201898958056,0.003475892782175194,0.36363636363636365,0.00036363636363636367
2016-07-31,0.09501231015067788,0.09510321924158696,0.03647122863867902,0.09090909090909091,9.090909090909092e-05
2016-08-31,0.007822181278580918,0.008094908551308191,0.0011975978916747287,0.2727272727272727,0.0002727272727272727
2016-09-30,0.019440955365200886,0.019713682637928158,5.811096778329805e-05,0.2727272727272727,0.0002727272727272727
2016-10-31,0.001508354141369214,0.0016901723231873959,-0.017337020329848962,0.18181818181818182,0.00018181818181818183
2016-11-30,0.05445374307488276,0.05463556125670094,0.03683838200677414,0.18181818181818182,0.00018181818181818183
2016-12-31,0.024724436535065807,0.02499716380779308,0.02027146338400021,0.2727272727272727,0.0002727272727272727
2017-01-31,0.007913046173237568,0.008276682536873931,0.017894927262943394,0.36363636363636365,0.00036363636363636367
2017-02-28,0.06535095446312339,0.06562368173585066,0.03929154848150396,0.27272727272727276,0.00027272727272727274
2017-03-31,-0.003506041826238532,-0.0032333145535112595,0.0012502179548128378,0.27272727272727276,0.00027272727272727274
2017-04-30,0.0004200900044234281,0.000510999095332519,0.009925881526141378,0.09090909090909091,9.090909090909092e-05
2017-05-31,0.037804309378684474,0.03798612756050265,0.014112804578348292,0.18181818181818182,0.00018181818181818183
2017-06-30,0.004992817269173866,0.005083726360082957,0.006374960251700923,0.09090909090909091,9.090909090909092e-05
2017-07-31,0.05570013125811602,0.0558819494399342,0.02055433510363658,0.18181818181818182,0.00018181818181818183
2017-08-31,0.0211045068850113,0.02128632506682948,0.0029176837922224585,0.18181818181818182,0.00018181818181818183
2017-09-30,0.017104732874803467,0.01728655105662165,0.020149555129951757,0.18181818181818182,0.00018181818181818183
2017-10-31,0.07425796211635712,0.07453068938908439,0.02356398563673534,0.2727272727272727,0.0002727272727272727
2017-11-30,0.026279571265210987,0.02655229853793826,0.030565534382711146,0.2727272727272727,0.0002727272727272727
2017-12-31,-0.007188362396657866,-0.006915635123930593,0.012128313315198813,0.2727272727272727,0.0002727272727272727
2018-01-31,0.14603410010054807,0.14630682737327536,0.056359101175157855,0.2727272727272727,0.0002727272727272727
2018-02-28,0.02047872587369754,0.020660544055515723,-0.03636052568673043,0.18181818181818182,0.00018181818181818183
2018-03-31,-0.029601599133733905,-0.029328871861006633,-0.02741025649698392,0.2727272727272727,0.0002727272727272727
2018-04-30,0.019282274689624044,0.019373183780533133,0.005168124139966368,0.09090909090909091,9.090909090909092e-05
2018-05-31,0.06798943476907304,0.06808034385998213,0.02430901378776995,0.09090909090909091,9.090909090909092e-05
2018-06-30,-0.0032324653606971847,-0.003141556269788094,0.005750901912319195,0.09090909090909091,9.090909090909092e-05
2018-07-31,0.012341128316620677,0.012432037407529769,0.037046532544570354,0.09090909090909091,9.090909090909092e-05
2018-08-31,0.0826557523182506,0.08283757050006879,0.03191973890237976,0.18181818181818182,0.00018181818181818183
2018-09-30,0.008484614496081884,0.008575523586990975,0.005945506686726221,0.09090909090909091,9.090909090909092e-05
2018-10-31,-0.1565543100245517,-0.1562815827518244,-0.0691041400584409,0.2727272727272727,0.0002727272727272727
2018-11-30,0.01285436395812661,0.01285436395812661,0.018549146185743215,0.0,0.0
2018-12-31,-0.07881276945532588,-0.0786309512735077,-0.08804847782324343,0.18181818181818182,0.00018181818181818183
2019-01-31,0.12293323002571976,0.12311504820753795,0.0800655500181724,0.18181818181818182,0.00018181818181818183
2019-02-28,0.04467534706486106,0.04476625615577015,0.03241597977864852,0.09090909090909091,9.090909090909092e-05
2019-03-31,0.03203852304737186,0.03222034122919004,0.01810062981698657,0.18181818181818182,0.00018181818181818183
2019-04-30,0.024280233462190503,0.024552960734917775,0.040852182264135894,0.2727272727272727,0.0002727272727272727
2019-05-31,-0.03145765713631601,-0.03127583895449783,-0.0637711218491065,0.18181818181818182,0.00018181818181818183
2019-06-30,0.07704692469508628,0.07731965196781355,0.06958653441507856,0.2727272727272727,0.0002727272727272727
2019-07-31,0.01570865131373095,0.016072287677367316,0.015119541999980779,0.36363636363636365,0.00036363636363636367
2019-08-31,0.024652433551732654,0.024834251733550836,-0.016743614668466966,0.18181818181818182,0.00018181818181818183
2019-09-30,-0.019762056580289778,-0.019580238398471596,0.019457988637978874,0.18181818181818182,0.00018181818181818183
2019-10-31,-0.007803420741382566,-0.007348875286837111,0.022104644087548753,0.4545454545454546,0.0004545454545454546
2019-11-30,0.01544192413437222,0.015714651407099493,0.0361981789282686,0.27272727272727276,0.00027272727272727274
2019-12-31,0.036692314992414946,0.0371468604469604,0.029055673527573767,0.4545454545454546,0.0004545454545454546
2020-01-31,0.04620409726800406,0.04656773363164043,-0.0004042207871369774,0.36363636363636365,0.00036363636363636367
2020-02-29,-0.06460234890955523,-0.06460234890955523,-0.07916558590409517,0.0,0.0
2020-03-31,-0.06562761631363448,-0.0654457981318163,-0.12487110682882441,0.18181818181818182,0.00018181818181818183
2020-04-30,0.1348182439822685,0.13490915307317758,0.1269833776851379,0.09090909090909091,9.090909090909092e-05
2020-05-31,0.054348038424014415,0.054529856605832594,0.04764534496002315,0.18181818181818182,0.00018181818181818183
2020-06-30,0.05605660368902413,0.056329330961751405,0.01773431000547876,0.2727272727272727,0.0002727272727272727
2020-07-31,0.09008399103903263,0.0903567183117599,0.058892068153310495,0.2727272727272727,0.0002727272727272727
2020-08-31,0.11788586366421674,0.11806768184603493,0.0697968076101334,0.18181818181818182,0.00018181818181818183
2020-09-30,-0.04558430446641229,-0.04531157719368502,-0.03744348329323477,0.2727272727272727,0.0002727272727272727
2020-10-31,-0.04232176005429388,-0.0421399418724757,-0.02493382343038375,0.18181818181818182,0.00018181818181818183
2020-11-30,0.07437807858866312,0.0745598967704813,0.10877709635368094,0.18181818181818182,0.00018181818181818183
2020-12-31,0.019995810096538433,0.020086719187447522,0.03704809321581193,0.09090909090909091,9.090909090909092e-05
2021-01-31,-0.006044596370954912,-0.005953687280045821,-0.010190046618417714,0.09090909090909091,9.090909090909092e-05
2021-02-28,-0.03329069979424123,-0.033199790703332135,0.027805381023710884,0.09090909090909091,9.090909090909092e-05
2021-03-31,0.021483791078907622,0.021665609260725804,0.04539912398904988,0.18181818181818182,0.00018181818181818183
2021-04-30,0.05971533750154417,0.05998806477427144,0.052910566325415465,0.2727272727272727,0.0002727272727272727
2021-05-31,0.021451060453273878,0.02172378772600115,0.0065659392371872904,0.2727272727272727,0.0002727272727272727
2021-06-30,0.02180216628134415,0.02189307537225324,0.02242762084196137,0.09090909090909091,9.090909090909092e-05
2021-07-31,-0.013798906262085688,-0.013526178989358414,0.02441246386435547,0.2727272727272727,0.0002727272727272727
2021-08-31,0.06627415038617239,0.06645596856799058,0.029759592668012314,0.18181818181818182,0.00018181818181818183
2021-09-30,-0.053931134711283774,-0.05356749834764741,-0.0466051688221637,0.36363636363636365,0.00036363636363636367
2021-10-31,0.09955551389411658,0.09973733207593477,0.07016335993865752,0.18181818181818182,0.00018181818181818183
2021-11-30,-0.02281990298529362,-0.02254717571256635,-0.008034770140313507,0.2727272727272727,0.0002727272727272727
2021-12-31,0.006774021686584488,0.006955839868402669,0.046247671871071594,0.18181818181818182,0.00018181818181818183
2022-01-31,-0.06408010311246803,-0.06371646674883168,-0.05274106713326088,0.36363636363636365,0.00036363636363636367
2022-02-28,-0.019898705745395404,-0.019807796654486315,-0.02951720597265628,0.09090909090909091,9.090909090909092e-05
2022-03-31,0.04580924883519551,0.04617288519883187,0.037590558939096574,0.36363636363636365,0.00036363636363636367
2022-04-30,-0.0917224723210704,-0.09135883595743405,-0.08776906517088967,0.36363636363636365,0.00036363636363636367
2022-05-31,0.026214460760840334,0.026487188033567605,0.0022571269556612705,0.2727272727272727,0.0002727272727272727
2022-06-30,-0.04329192145421792,-0.04292828509058155,-0.08246026120896532,0.36363636363636365,0.00036363636363636367
2022-07-31,0.08008744661506034,0.08036017388778761,0.09208732298216504,0.2727272727272727,0.0002727272727272727
2022-08-31,-0.03243967099323221,-0.03216694372050494,-0.04080191352086637,0.2727272727272727,0.0002727272727272727
2022-09-30,-0.0624374484392154,-0.06225563025739722,-0.09244588722603342,0.18181818181818182,0.00018181818181818183
2022-10-31,0.1625378833340859,0.16271970151590406,0.08127548619403058,0.18181818181818182,0.00018181818181818183
2022-11-30,0.04324419755497213,0.04333510664588122,0.05559149759852611,0.09090909090909091,9.090909090909092e-05
2022-12-31,-0.021825900231527317,-0.021644082049709135,-0.05762810704262222,0.18181818181818182,0.00018181818181818183
2023-01-31,-0.02816333151006033,-0.027981513328242148,0.06288719204125903,0.18181818181818182,0.00018181818181818183
2023-02-28,-0.024258925343771935,-0.024258925343771935,-0.025142502347726303,0.0,0.0
2023-03-31,0.023488043667250495,0.023760770939977766,0.03707753537420855,0.2727272727272727,0.0002727272727272727
2023-04-30,0.03240187182059543,0.0326745990933227,0.015974927704822672,0.2727272727272727,0.0002727272727272727
2023-05-31,-0.03136692603273713,-0.03118510785091895,0.004616462732930371,0.18181818181818182,0.00018181818181818183
2023-06-30,0.07230048621999406,0.07257321349272133,0.064799635701275,0.2727272727272727,0.0002727272727272727
2023-07-31,0.018050565990143846,0.01841420235378021,0.0327332535032574,0.36363636363636365,0.00036363636363636367
2023-08-31,-0.011542679565662151,-0.011269952292934877,-0.01625200729296028,0.2727272727272727,0.0002727272727272727
2023-09-30,-0.0649477111565004,-0.06467498388377313,-0.04743444885542669,0.2727272727272727,0.0002727272727272727
2023-10-31,-0.022881123655676315,-0.022790214564767226,-0.021708633908195663,0.09090909090909091,9.090909090909092e-05
2023-11-30,0.15011446353462599,0.15029628171644416,0.09134395571625564,0.18181818181818182,0.00018181818181818183
2023-12-31,0.0436580741565878,0.043930801429315075,0.04565527791731827,0.2727272727272727,0.0002727272727272727
2024-01-31,0.07088207433669269,0.07106389251851088,0.015926431642120598,0.18181818181818182,0.00018181818181818183
2024-02-29,0.10195403386084581,0.1020449429517549,0.052186826731802416,0.09090909090909091,9.090909090909092e-05
2024-03-31,0.015567107353549716,0.015658016444458807,0.03270217346706761,0.09090909090909091,9.090909090909092e-05
2024-04-30,-0.08111715675529432,-0.08111715675529432,-0.04031988311296597,0.0,0.0
2024-05-31,0.0805149819410396,0.08087861830467596,0.050579723908376284,0.36363636363636365,0.00036363636363636367
2024-06-30,0.032065421850517875,0.032247240032336054,0.03528025129150136,0.18181818181818182,0.00018181818181818183
2024-07-31,-0.0022385088120993545,-0.0020566906302811726,0.012109031554593752,0.18181818181818182,0.00018181818181818183
2024-08-31,0.02685372148218037,0.02703553966399855,0.023365661279203698,0.18181818181818182,0.00018181818181818183
2024-09-30,0.017092439452799903,0.017183348543708992,0.02100453289110016,0.09090909090909091,9.090909090909092e-05
2024-10-31,0.018265671360837,0.01853839863356427,-0.008923565233342035,0.2727272727272727,0.0002727272727272727
2024-11-30,0.07128243905497277,0.07155516632770004,0.05963358734922419,0.2727272727272727,0.0002727272727272727
2024-12-31,-0.044482963125082105,-0.04411932676144574,-0.024060311940821477,0.36363636363636365,0.00036363636363636367
2025-01-31,0.08427147527999575,0.08445329346181393,0.0268565388896731,0.18181818181818182,0.00018181818181818183
2025-02-28,-0.005094680600772552,-0.005003771509863461,-0.012694832821118496,0.09090909090909091,9.090909090909092e-05
2025-03-31,-0.10374528393616453,-0.10365437484525544,-0.05571921433503624,0.09090909090909091,9.090909090909092e-05
2025-04-30,0.03211779805169547,0.03239052532442274,-0.008670179898342067,0.2727272727272727,0.0002727272727272727
2025-05-31,0.07067719801464585,0.07085901619646404,0.06284486771162645,0.18181818181818182,0.00018181818181818183
2025-06-30,0.07553221750877322,0.0757140356905914,0.05138627117156358,0.18181818181818182,0.00018181818181818183
2025-07-31,-0.010449296150562134,-0.010267477968743952,0.023031541148865298,0.18181818181818182,0.00018181818181818183
2025-08-31,-0.0027383406841654015,-0.002647431593256311,0.020519438455756323,0.09090909090909091,9.090909090909092e-05
2025-09-30,0.06298072865567966,0.06307163774658875,0.035620412937162005,0.09090909090909091,9.090909090909092e-05
2025-10-31,0.015513513261060393,0.015786240533787667,0.023837414102428234,0.2727272727272727,0.0002727272727272727
2025-11-30,-0.014655010536371305,-0.014382283263644031,0.0019499438514807288,0.2727272727272727,0.0002727272727272727
2025-12-31,-0.013850033046318582,-0.0136682148645004,0.0007975195784812872,0.18181818181818182,0.00018181818181818183
2026-01-31,0.07421071948901295,0.07448344676174022,0.0147377327962257,0.2727272727272727,0.0002727272727272727
2026-02-28,-0.02516500931122225,-0.025074100220313162,-0.008641951723092456,0.09090909090909091,9.090909090909092e-05
2026-03-31,-0.031038426145715985,-0.030856607963897803,-0.04937954609873141,0.18181818181818182,0.00018181818181818183
